time_s,y_pred,lift_filt,tail_raw,tail_filt,dot_alpha_raw,sp_ref,depth_target,e,de,s,u,Kp,Ki,Kd,K1,K2,K,tau1,L,fc_lift,fc_tail,omega_ref,lift_offset,tail_offset,is_auto,alpha_manual,u_eq,u_sw,u_sw_i,est_depth,dot_alpha_ref,ddot_alpha_ref
13:54:37:530,24.792892,24.785572,41.957695,41.964481,0.000000,24.900208,100.000000,-0.107315,0.090877,0.030047,0.021067,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.009350,0.030417,0.043708,111.193092,-0.000208,0.000000
13:54:37:530,24.801945,24.793871,41.980583,41.965519,0.000000,24.900208,100.000000,-0.098263,0.105987,0.056106,0.035826,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.009397,0.045224,0.033708,111.204292,-0.000208,0.000000
13:54:37:546,24.803333,24.794798,41.942436,41.970398,0.000000,24.900208,100.000000,-0.096874,0.110984,0.062944,0.040084,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.009503,0.049587,0.023708,111.215073,-0.000208,0.000000
13:54:37:566,24.801210,24.792509,41.988213,41.962921,0.000000,24.900208,100.000000,-0.098997,0.108628,0.057398,0.039072,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.009536,0.048608,0.013708,111.197601,-0.000208,0.000000
13:54:37:586,24.802940,24.794355,41.942436,41.962517,0.000000,24.900208,100.000000,-0.097267,0.101244,0.048391,0.036714,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.009167,0.045880,0.003708,111.198822,-0.000208,0.000000
13:54:37:606,24.813566,24.805351,41.957695,41.956760,0.000000,24.900208,100.000000,-0.086641,0.090727,0.042490,0.036183,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.008182,0.044365,-0.006292,111.199409,-0.000208,0.000000
13:54:37:732,24.812614,24.804974,41.980583,41.963947,0.000000,24.900208,100.000000,-0.087593,0.127318,0.088611,0.055499,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.009582,0.065082,-0.016292,111.213364,-0.000208,0.000000
13:54:37:732,24.802595,24.795654,41.957695,41.971210,0.000000,24.900208,100.000000,-0.097612,0.150841,0.110428,0.062781,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.011012,0.073793,-0.026292,111.217644,-0.000208,0.000000
13:54:37:732,24.797083,24.790913,41.995842,41.967079,0.000000,24.900208,100.000000,-0.103125,0.159362,0.116287,0.065399,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.011635,0.077035,-0.036292,111.204163,-0.000208,0.000000
13:54:37:732,24.797932,24.792578,41.957695,41.961876,0.000000,24.900208,100.000000,-0.102276,0.156919,0.112966,0.065909,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.011498,0.077406,-0.046292,111.195587,-0.000208,0.000000
13:54:37:736,24.793474,24.788979,41.934807,41.965935,0.000000,24.900208,100.000000,-0.106733,0.128994,0.072259,0.053897,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.010721,0.064618,-0.056292,111.199745,-0.000208,0.000000
13:54:37:737,24.796150,24.792528,41.972954,41.962608,0.000000,24.900208,100.000000,-0.104057,0.067519,-0.006358,-0.016086,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.008307,-0.007779,-0.064292,111.196999,-0.000208,0.000000
13:54:37:752,24.796492,24.793636,41.942436,41.960114,0.000000,24.900208,100.000000,-0.103716,0.020875,-0.067555,-0.053762,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.006571,-0.047191,-0.054292,111.193230,-0.000208,0.000000
13:54:37:768,24.791273,24.788963,41.995842,41.967232,0.000000,24.900208,100.000000,-0.108934,-0.012910,-0.116496,-0.071389,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005621,-0.065767,-0.044292,111.202324,-0.000208,0.000000
13:54:37:786,24.783747,24.781696,41.980583,41.964283,0.000000,24.900208,100.000000,-0.116461,-0.035895,-0.153304,-0.082967,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005199,-0.077768,-0.034292,111.188431,-0.000208,0.000000
13:54:37:806,24.784279,24.782166,41.927177,41.976089,0.000000,24.900208,100.000000,-0.115929,-0.050095,-0.172275,-0.088781,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.004646,-0.084135,-0.024292,111.212563,-0.000208,0.000000
13:54:37:930,24.793558,24.791048,42.011101,41.971699,0.000000,24.900208,100.000000,-0.106649,-0.057387,-0.175227,-0.090144,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.003856,-0.086289,-0.014292,111.213547,-0.000208,0.000000
13:54:37:930,24.799475,24.796242,41.957695,41.964569,0.000000,24.900208,100.000000,-0.100733,-0.059453,-0.173988,-0.090829,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.003447,-0.087382,-0.004292,111.205002,-0.000208,0.000000
13:54:37:930,24.790731,24.786505,42.026360,41.963226,0.000000,24.900208,100.000000,-0.109476,-0.057746,-0.179601,-0.094198,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.004001,-0.090196,0.005708,111.191605,-0.000208,0.000000
13:54:37:930,24.783119,24.777765,41.950081,41.967529,0.000000,24.900208,100.000000,-0.117088,-0.053485,-0.181064,-0.096553,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.004586,-0.091966,0.015708,111.190598,-0.000208,0.000000
13:54:37:930,24.786312,24.779768,41.957695,41.969734,0.000000,24.900208,100.000000,-0.113895,-0.047660,-0.171863,-0.095683,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.004621,-0.091062,0.025708,111.197212,-0.000208,0.000000
13:54:37:930,24.784517,24.776758,42.003487,41.961414,0.000000,24.900208,100.000000,-0.115690,-0.041046,-0.165619,-0.095831,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.004966,-0.090865,0.035708,111.177261,-0.000208,0.000000
13:54:37:946,24.781651,24.772673,41.972954,41.970371,0.000000,24.900208,100.000000,-0.118557,-0.034229,-0.159991,-0.096178,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005378,-0.090800,0.045708,111.190681,-0.000208,0.000000
13:54:37:966,24.780943,24.770750,42.011101,41.980274,0.000000,24.900208,100.000000,-0.119265,-0.027631,-0.152924,-0.095982,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005661,-0.090322,0.055708,111.208374,-0.000208,0.000000
13:54:37:986,24.779106,24.767708,41.957695,41.990421,0.000000,24.900208,100.000000,-0.121101,-0.021534,-0.147434,-0.096222,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005988,-0.090234,0.065708,111.225319,-0.000208,0.000000
13:54:38:006,24.784443,24.771849,41.965324,41.987045,0.000000,24.900208,100.000000,-0.115765,-0.016111,-0.137063,-0.094627,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005888,-0.088740,0.075708,111.223122,-0.000208,0.000000
13:54:38:136,24.791355,24.777584,41.950081,41.985786,0.000000,24.900208,100.000000,-0.108852,-0.011448,-0.126366,-0.092707,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005671,-0.087036,0.085708,111.226913,-0.000208,0.000000
13:54:38:136,24.799318,24.784395,42.026360,41.972679,0.000000,24.900208,100.000000,-0.100889,-0.007563,-0.115777,-0.090598,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005366,-0.085232,0.095708,111.208191,-0.000208,0.000000
13:54:38:136,24.795897,24.779852,42.003487,41.979404,0.000000,24.900208,100.000000,-0.104311,-0.004429,-0.115253,-0.092149,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005673,-0.086476,0.105708,111.216644,-0.000208,0.000000
13:54:38:136,24.787909,24.770769,41.957695,41.984592,0.000000,24.900208,100.000000,-0.112299,-0.001988,-0.119340,-0.095353,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.006213,-0.089141,0.115708,111.217033,-0.000208,0.000000
13:54:38:136,24.782280,24.764063,41.942436,41.980877,0.000000,24.900208,100.000000,-0.117928,-0.000160,-0.122396,-0.098071,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.006596,-0.091474,0.125708,111.202225,-0.000208,0.000000
13:54:38:136,24.786327,24.767046,42.011101,41.975956,0.000000,24.900208,100.000000,-0.113880,0.001140,-0.118400,-0.098082,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.006417,-0.091666,0.135708,111.195663,-0.000208,0.000000
13:54:38:148,24.791067,24.770735,41.995842,41.984886,0.000000,24.900208,100.000000,-0.109140,0.002002,-0.114373,-0.098009,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.006182,-0.091827,0.145708,111.217583,-0.000208,0.000000
13:54:38:166,24.795532,24.774158,41.995842,41.985973,0.000000,24.900208,100.000000,-0.104675,0.002511,-0.110990,-0.098120,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005949,-0.092170,0.155708,111.223518,-0.000208,0.000000
13:54:38:186,24.795853,24.773441,41.995842,41.986053,0.000000,24.900208,100.000000,-0.104355,0.002746,-0.111266,-0.099604,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005940,-0.093664,0.165708,111.222893,-0.000208,0.000000
13:54:38:206,24.798138,24.774685,41.950081,41.989822,0.000000,24.900208,100.000000,-0.102070,0.002777,-0.110218,-0.100551,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005813,-0.094738,0.175708,111.231796,-0.000208,0.000000
13:54:38:331,24.797134,24.772642,41.957695,41.988926,0.000000,24.900208,100.000000,-0.103073,0.002662,-0.111992,-0.102570,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005865,-0.096705,0.185708,111.227760,-0.000208,0.000000
13:54:38:331,24.794092,24.768562,41.965324,41.992867,0.000000,24.900208,100.000000,-0.106115,0.002452,-0.115540,-0.105250,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.006028,-0.099221,0.195709,111.231155,-0.000208,0.000000
13:54:38:331,24.800146,24.773579,42.026360,41.983730,0.000000,24.900208,100.000000,-0.100061,0.002187,-0.111868,-0.105157,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005678,-0.099479,0.205709,111.218399,-0.000208,0.000000
13:54:38:331,24.802200,24.774595,41.957695,41.978077,0.000000,24.900208,100.000000,-0.098007,0.001896,-0.111388,-0.106285,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005552,-0.100734,0.215709,111.208206,-0.000208,0.000000
13:54:38:331,24.802977,24.774332,41.988213,41.966496,0.000000,24.900208,100.000000,-0.097231,0.001602,-0.111943,-0.107812,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005497,-0.102315,0.225709,111.184753,-0.000208,0.000000
13:54:38:331,24.809193,24.779505,41.972954,41.975891,0.000000,24.900208,100.000000,-0.091015,0.001323,-0.108075,-0.107629,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005137,-0.102491,0.235709,111.209236,-0.000208,0.000000
13:54:38:346,24.805809,24.775078,42.018730,41.982422,0.000000,24.900208,100.000000,-0.094398,0.001069,-0.111855,-0.110418,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005318,-0.105100,0.245709,111.217430,-0.000208,0.000000
13:54:38:366,24.806454,24.774673,42.018730,41.985741,0.000000,24.900208,100.000000,-0.093754,0.000845,-0.112387,-0.111947,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005274,-0.106674,0.255709,111.223625,-0.000208,0.000000
13:54:38:386,24.809645,24.776815,41.988213,41.983864,0.000000,24.900208,100.000000,-0.090563,0.000654,-0.110816,-0.112671,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005087,-0.107584,0.265708,111.222221,-0.000208,0.000000
13:54:38:406,24.809055,24.775179,41.995842,41.982719,0.000000,24.900208,100.000000,-0.091152,0.000497,-0.112213,-0.114546,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005115,-0.109431,0.275708,111.218132,-0.000208,0.000000
13:54:38:532,24.802322,24.767395,41.965324,41.986057,0.000000,24.900208,100.000000,-0.097885,0.000371,-0.118522,-0.118285,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005489,-0.112797,0.285708,111.216248,-0.000208,0.000000
13:54:38:532,24.806973,24.770987,41.972954,41.984081,0.000000,24.900208,100.000000,-0.093235,0.000275,-0.115698,-0.118556,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005224,-0.113333,0.295708,111.216248,-0.000208,0.000000
13:54:38:532,24.810022,24.772972,42.033989,41.985184,0.000000,24.900208,100.000000,-0.090185,0.000204,-0.114081,-0.119285,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005049,-0.114236,0.305708,111.220634,-0.000208,0.000000
13:54:38:533,24.810167,24.772045,41.995842,41.980858,0.000000,24.900208,100.000000,-0.090040,0.000154,-0.114756,-0.120892,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.005039,-0.115852,0.315708,111.210968,-0.000208,0.000000
13:54:38:533,24.815123,24.775925,41.972954,41.985767,10.269164,24.900208,100.000000,-0.085085,0.001715,-0.109468,-0.120411,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.004818,-0.115593,0.325708,111.225052,-0.000208,0.000000
13:54:38:533,24.823423,24.783155,41.957695,41.984596,0.000000,24.900208,100.000000,-0.076784,0.054080,-0.035386,-0.093167,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.006279,-0.086888,0.335708,111.230667,-0.000208,0.000000
13:54:38:546,24.824991,24.783720,41.934807,41.979843,0.000000,24.900208,100.000000,-0.075216,0.089089,0.010771,-0.033358,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.007479,-0.025879,0.339707,111.221779,-0.000208,0.000000
13:54:38:566,24.833632,24.791533,41.988213,41.968327,0.000000,24.900208,100.000000,-0.066576,0.108925,0.042897,-0.010400,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.007723,-0.002676,0.329708,111.207336,-0.000208,0.000000
13:54:38:586,24.845522,24.802849,41.911919,41.978119,0.000000,24.900208,100.000000,-0.054686,0.169161,0.130248,0.021897,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.009271,0.031168,0.319708,111.239372,-0.000208,0.000000
13:54:38:606,24.848295,24.805359,41.950081,41.966614,0.000000,24.900208,100.000000,-0.051912,0.207357,0.181687,0.035837,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.010521,0.046359,0.309708,111.219124,-0.000208,0.000000
13:54:38:731,24.850819,24.807961,41.934807,41.959656,0.000000,24.900208,100.000000,-0.049389,0.223175,0.203872,0.042135,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.010962,0.053096,0.299708,111.208069,-0.000208,0.000000
13:54:38:731,24.851009,24.808578,41.988213,41.958492,0.000000,24.900208,100.000000,-0.049198,0.222470,0.202708,0.043305,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.010925,0.054230,0.289708,111.206421,-0.000208,0.000000
13:54:38:731,24.849339,24.807663,42.033989,41.960743,0.000000,24.900208,100.000000,-0.050869,0.210224,0.185056,0.040839,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.010568,0.051407,0.279708,111.209915,-0.000208,0.000000
13:54:38:732,24.841955,24.801281,41.927177,41.967617,0.000000,24.900208,100.000000,-0.058252,0.190535,0.153115,0.034353,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.010259,0.044612,0.269708,111.216644,-0.000208,0.000000
13:54:38:732,24.845522,24.805965,41.927177,41.956760,0.000000,24.900208,100.000000,-0.054686,0.166672,0.124480,0.028721,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.009180,0.037901,0.259708,111.200081,-0.000208,0.000000
13:54:38:732,24.850189,24.811794,41.972954,41.965591,0.000000,24.900208,100.000000,-0.050018,0.141145,0.094623,0.021793,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.007978,0.029771,0.249709,111.224159,-0.000208,0.000000
13:54:38:746,24.843666,24.806400,41.965324,41.974239,0.000000,24.900208,100.000000,-0.056541,0.115802,0.056031,0.008810,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.007412,0.016222,0.239709,111.235519,-0.000208,0.000000
13:54:38:766,24.836451,24.800234,41.980583,41.978188,0.000000,24.900208,100.000000,-0.063757,0.091927,0.018743,-0.010363,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.006939,-0.003424,0.229709,111.236633,-0.000208,0.000000
13:54:38:786,24.815441,24.780121,41.980583,41.980507,0.000000,24.900208,100.000000,-0.084766,0.063950,-0.035053,-0.079449,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.007091,-0.072358,0.233709,111.219147,-0.000208,0.000000
13:54:38:806,24.819664,24.784966,41.988213,41.976299,0.000000,24.900208,100.000000,-0.080544,-0.007478,-0.125197,-0.113132,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.004224,-0.108908,0.243709,111.216064,-0.000208,0.000000
13:54:38:921,24.826900,24.792486,41.965324,41.979679,0.000000,24.900208,100.000000,-0.073307,-0.057134,-0.184565,-0.128288,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.001990,-0.126298,0.253709,111.231094,-0.000208,0.000000
13:54:38:922,24.823790,24.789307,41.980583,41.988884,0.000000,24.900208,100.000000,-0.076418,-0.088904,-0.228949,-0.139009,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.000995,-0.138014,0.263708,111.246002,-0.000208,0.000000
13:54:38:922,24.817545,24.782637,42.026360,41.988476,0.000000,24.900208,100.000000,-0.082663,-0.106459,-0.257409,-0.146210,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.000700,-0.145510,0.273708,111.237854,-0.000208,0.000000
13:54:38:922,24.815657,24.779972,42.003487,41.987900,0.000000,24.900208,100.000000,-0.084551,-0.113122,-0.268248,-0.149707,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.000561,-0.149146,0.283708,111.233772,-0.000208,0.000000
13:54:38:922,24.811665,24.774885,41.965324,41.983967,0.000000,24.900208,100.000000,-0.088543,-0.111799,-0.270422,-0.151829,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.000834,-0.150994,0.293708,111.220306,-0.000208,0.000000
13:54:38:934,24.811432,24.773325,41.972954,41.983154,0.000000,24.900208,100.000000,-0.088776,-0.104950,-0.262410,-0.151863,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.001100,-0.150763,0.303708,111.216965,-0.000208,0.000000
13:54:38:946,24.815485,24.775940,41.965324,41.982380,0.000000,24.900208,100.000000,-0.084723,-0.094589,-0.246395,-0.150073,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.001253,-0.148820,0.313708,111.218292,-0.000208,0.000000
13:54:38:966,24.823429,24.782396,42.026360,41.976765,0.000000,24.900208,100.000000,-0.076778,-0.082314,-0.224725,-0.146774,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.001258,-0.145516,0.323708,111.214165,-0.000208,0.000000
13:54:38:986,24.822588,24.780060,41.988213,41.982327,0.000000,24.900208,100.000000,-0.077620,-0.069348,-0.209156,-0.145179,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.001783,-0.143396,0.333708,111.222717,-0.000208,0.000000
13:54:39:006,24.823093,24.779085,41.995842,41.980610,0.000000,24.900208,100.000000,-0.077114,-0.056583,-0.192782,-0.143173,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.002224,-0.140950,0.343707,111.218216,-0.000208,0.000000
13:54:39:135,24.822355,24.776899,41.957695,41.986229,0.000000,24.900208,100.000000,-0.077852,-0.044633,-0.178448,-0.141551,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.002705,-0.138846,0.353707,111.227051,-0.000208,0.000000
13:54:39:135,24.822771,24.775909,42.003487,41.984982,0.000000,24.900208,100.000000,-0.077436,-0.033886,-0.164776,-0.139848,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.003077,-0.136771,0.363707,111.223465,-0.000208,0.000000
13:54:39:135,24.825920,24.777700,42.018730,41.993694,0.000000,24.900208,100.000000,-0.074287,-0.024552,-0.150722,-0.137688,0.800000,0.400000,1.300000,1.500000,0.500000,6.697600,1.224400,0.133100,10.000000,10.000000,2.000000,266.600006,126.400002,0.000000,24.900000,-0.003244,-0.134444,0.373707,111.242859,-0.000208,0.000000
